[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Winterfell - Couuleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Winterfell - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Castral Roc - Couleur = rouge(Lannister) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Peyredragon - Couleur = noir(Targaryen) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.PersoHumain | Hodor dit : "je me déplace en marchant" (PersoHumain.java:40)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.PersoHumain | John Snow dit : "je me déplace en marchant" (PersoHumain.java:40)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.PersoHumain | Joffrey dit : "je me déplace en marchant" (PersoHumain.java:40)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.animaux.Dragon | Viserion dit : je me déplace en volant (Dragon.java:62)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.animaux.Dragon | Drogon dit : je me déplace en volant (Dragon.java:62)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | John Snow dit : Ah, Ah !! Joffrey je vais te pourfendre !!! (Guerrier.java:65)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Aiieee !! ça fait mal quand même !! --> 52.5 (Guerrier.java:72)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Ah, Ah !! Hodor je vais te pourfendre !!! (Guerrier.java:65)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Hodor dit : Aiieee !! petit poltron, je n'ai même pas d'arme !!!! --> 241.66667 (Ouvrier.java:66)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.animaux.Dragon | Viserion dit : raaahhhh !! Joffrey je vais te réduire en cendres !!! (Dragon.java:67)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Aiieee !! ça fait mal quand même !! --> -97.5 (Guerrier.java:72)
[main] WARN  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Ahhh ..; je meurs ....  (Guerrier.java:74)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Winterfell - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Castral Roc - Couleur = rouge(Lannister) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Peyredragon - Couleur = noir(Targaryen) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.PersoHumain | Hodor dit : "je me déplace en marchant" (PersoHumain.java:40)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.PersoHumain | John Snow dit : "je me déplace en marchant" (PersoHumain.java:40)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.PersoHumain | Joffrey dit : "je me déplace en marchant" (PersoHumain.java:40)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.animaux.Dragon | Viserion dit : je me déplace en volant (Dragon.java:62)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.animaux.Dragon | Drogon dit : je me déplace en volant (Dragon.java:62)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | John Snow dit : Ah, Ah !! Joffrey je vais te pourfendre !!! (Guerrier.java:65)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Aiieee !! ça fait mal quand même !! --> 52.5 (Guerrier.java:72)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Ah, Ah !! Hodor je vais te pourfendre !!! (Guerrier.java:65)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Hodor dit : Aiieee !! petit poltron, je n'ai même pas d'arme !!!! --> 241.66667 (Ouvrier.java:66)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.animaux.Dragon | Viserion dit : raaahhhh !! Joffrey je vais te réduire en cendres !!! (Dragon.java:67)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Aiieee !! ça fait mal quand même !! --> -97.5 (Guerrier.java:72)
[main] WARN  | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Guerrier | Joffrey dit : Ahhh ..; je meurs ....  (Guerrier.java:74)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Paramètres null... (Ouvrier.java:113)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Paramètres null... (Ouvrier.java:113)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Paramètres null... (Ouvrier.java:113)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Paramètres null... (Ouvrier.java:113)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Paramètres null... (Base.java:41)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Paramètres null... (Ouvrier.java:113)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] INFO  | fr.ensma.a3.ia.jeupersonnages.map.Base                       | Base créée : nom = Base - Couleur = bleu(Stark) (Base.java:44)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.personnages.humains.Ouvrier | Paramètres null... (Ouvrier.java:113)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.personnages.PersoVivant | Paramètres null... (PersoVivant.java:35)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
[main] ERROR | fr.ensma.a3.ia.jeupersonnages.elements.ElementJeu            | Paramètres null... (ElementJeu.java:38)
